customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,client_value,client_risk
CUST101326,41,Female,Karaganda,Low,88.73,4,8666.52,309.66,13.0,Clothing,315,0.79,False,0.18,0.48,High,6.0,1.0,Low,No,8,Online Wallet,True,True,False,14.02,5,10,35,Platinum,App,7,-80,577,False,Premium,71,1.38,15023.78,768980.3196,0.42857142857142855
CUST101334,46,Female,Almaty,High,73.38,2,8052.82,341.18,4.0,Electronics,17,0.37,True,0.0,0.43,Medium,2.0,1.5,Medium,Yes,9,Card,True,False,False,17.72,3,34,15,Platinum,App,6,60,3189,True,Premium,155,62.39,17832.84,590915.9315999999,0.4
CUST101343,34,Male,Shymkent,Low,93.48,0,7890.46,428.18,34.0,Clothing,118,0.07,True,0.13,0.21,Low,1.0,4.76,Medium,No,6,Cash,False,False,False,5.8,5,36,18,Bronze,Email,4,-50,3531,True,Basic,193,85.92,15630.19,737600.2008,0.02857142857142857
CUST101351,66,Male,Astana,High,88.28,4,9695.48,253.07,32.0,Clothing,175,0.8,False,0.45,0.89,Low,12.0,1.8,Medium,No,6,Cash,False,False,False,8.16,1,1,31,Silver,Social Media,3,41,2710,False,Basic,20,95.14,3277.63,855916.9744,0.36363636363636365
CUST101357,40,Female,Astana,Medium,89.82,6,9742.37,97.97,22.0,Electronics,329,0.58,False,0.63,0.43,High,7.0,1.13,High,No,5,Online Wallet,False,False,False,19.95,0,41,6,Platinum,App,7,93,1443,False,Premium,351,28.71,6412.91,875059.6734,0.30434782608695654
CUST101361,47,Male,Shymkent,High,91.54,4,9521.64,459.62,15.0,Electronics,269,0.08,True,0.72,0.4,Low,17.0,3.78,Medium,No,6,Card,True,True,True,16.69,2,18,19,Platinum,SMS,3,-50,539,False,0,195,89.76,7151.85,871610.9256,1.0625
CUST101362,46,Male,Karaganda,High,90.24,0,6317.76,432.28,45.0,Clothing,255,0.2,False,0.7,0.41,Medium,19.0,3.34,High,Yes,0,Online Wallet,False,False,False,15.27,10,24,39,Gold,Email,3,-47,2734,False,Basic,41,73.36,891.12,570114.6624,0.41304347826086957
CUST101369,36,Female,Astana,Medium,85.11,0,7884.27,425.36,25.0,Beauty,44,0.97,True,0.02,0.14,High,12.0,3.64,High,Yes,6,Online Wallet,True,False,False,11.23,2,29,2,Gold,Social Media,5,-87,944,True,Premium,164,29.26,943.72,671030.2197,0.46153846153846156
CUST101375,67,Female,Karaganda,High,57.81,0,9172.1,216.58,9.0,Clothing,193,0.16,False,0.43,0.37,Medium,2.0,2.83,Medium,Yes,3,Cash,False,True,True,14.45,6,8,30,Silver,SMS,6,-76,363,False,Premium,349,32.98,8973.73,530239.101,0.2
CUST101378,66,Male,Shymkent,Medium,83.48,3,6322.93,163.09,7.0,Beauty,125,0.02,True,0.9,0.78,High,7.0,1.83,Medium,Yes,5,Online Wallet,False,False,False,17.09,3,24,2,Bronze,App,2,-63,3323,True,Premium,335,52.08,6071.63,527838.1964,0.875
CUST101393,63,Male,Karaganda,High,88.45,3,6442.0,394.43,39.0,Beauty,170,0.37,True,0.31,0.41,High,8.0,4.77,Medium,Yes,9,Cash,False,False,False,6.94,13,3,18,Platinum,SMS,3,-56,1744,True,Basic,272,19.61,3720.33,569794.9,0.2
CUST101397,45,Female,Almaty,Medium,58.33,3,9917.6,489.56,46.0,Electronics,222,0.31,False,0.43,0.4,High,4.0,4.43,High,No,8,Cash,False,True,False,17.7,4,49,12,Silver,SMS,8,-63,2946,True,0,13,24.16,14707.47,578493.608,0.0851063829787234
CUST101401,46,Male,Almaty,Low,55.94,7,9124.6,57.31,22.0,Beauty,189,0.91,False,0.74,0.45,High,0.0,3.88,High,No,4,Cash,True,False,True,11.12,9,43,11,Bronze,Social Media,3,-30,429,True,Basic,297,14.29,16126.34,510430.124,0.0
CUST101406,40,Female,Karaganda,High,58.44,7,9292.88,420.08,49.0,Electronics,65,0.04,True,0.02,0.19,Medium,0.0,2.29,Medium,Yes,4,Cash,True,False,True,19.06,0,16,16,Platinum,Social Media,2,39,3110,False,Premium,157,58.91,11021.62,543075.9071999999,0.0
CUST101415,25,Female,Almaty,Medium,82.96,7,7549.78,310.1,31.0,Clothing,174,0.03,True,0.06,0.37,High,14.0,1.68,Medium,Yes,9,Cash,False,False,True,10.87,7,34,14,Silver,Social Media,1,43,2267,False,0,72,16.83,15598.36,626329.7488,0.4375
CUST101416,51,Female,Almaty,Medium,70.12,4,8468.44,79.27,2.0,Electronics,159,0.0,False,0.1,0.32,Low,13.0,2.39,High,Yes,9,Online Wallet,True,False,True,15.8,9,41,29,Gold,SMS,6,-43,3439,False,Premium,227,32.85,5794.29,593807.0128,4.333333333333333
CUST101418,49,Male,Karaganda,Medium,93.54,3,9569.61,420.4,32.0,Clothing,161,0.15,False,0.99,0.03,Low,3.0,1.17,Low,No,1,Card,False,False,True,11.68,0,27,11,Silver,Social Media,5,-72,941,True,Basic,16,83.72,213.73,895141.3194000002,0.09090909090909091
CUST101422,63,Male,Shymkent,High,59.5,5,9820.93,64.56,14.0,Electronics,35,0.39,True,0.96,0.94,Medium,10.0,3.88,Medium,No,3,Online Wallet,False,True,False,19.06,11,21,22,Platinum,App,0,48,741,False,Basic,227,58.75,13056.72,584345.335,0.6666666666666666
CUST101426,69,Male,Astana,Low,96.66,9,8476.42,32.38,34.0,Clothing,264,0.45,True,0.97,0.88,High,10.0,3.0,Medium,No,5,Card,False,False,True,19.99,1,47,19,Silver,SMS,3,-31,1401,False,0,222,85.84,3187.23,819330.7572,0.2857142857142857
CUST101430,48,Female,Astana,High,58.82,4,9336.94,84.46,12.0,Electronics,45,0.15,False,0.07,0.67,Medium,0.0,1.61,Low,Yes,6,Card,False,True,False,4.89,3,19,1,Platinum,Email,6,20,1032,True,Premium,202,23.48,7533.52,549198.8108,0.0
CUST101431,65,Female,Astana,Medium,94.85,4,8330.15,246.05,24.0,Beauty,104,0.6,False,0.14,0.53,High,4.0,4.59,High,Yes,1,Cash,True,True,False,1.42,7,2,10,Silver,Social Media,8,43,3294,True,Premium,40,23.37,14867.09,790114.7274999999,0.16
CUST101434,27,Male,Almaty,Medium,93.91,2,8370.94,282.41,10.0,Electronics,29,0.84,False,0.0,0.57,Low,0.0,2.36,Medium,Yes,3,Online Wallet,True,False,True,14.61,5,13,33,Silver,App,6,17,3408,False,Basic,205,78.8,5493.24,786114.9754,0.0
CUST101436,50,Male,Karaganda,Medium,97.91,4,7338.76,345.39,36.0,Groceries,31,0.29,True,0.66,0.71,Medium,18.0,4.49,High,No,4,Online Wallet,True,False,True,8.49,5,14,38,Platinum,SMS,9,97,465,False,Premium,261,44.14,10147.75,718537.9916,0.4864864864864865
CUST101443,46,Female,Shymkent,High,88.93,0,6227.29,382.4,22.0,Beauty,97,0.41,True,0.8,0.13,High,17.0,3.84,Medium,No,4,Online Wallet,False,True,True,10.78,8,23,30,Gold,App,7,14,293,False,Premium,297,2.97,10436.29,553792.8997000001,0.7391304347826086
CUST101446,18,Male,Karaganda,High,74.7,2,9556.42,209.52,44.0,Electronics,359,0.83,False,0.08,0.55,Medium,8.0,2.0,High,No,1,Online Wallet,False,True,True,1.38,9,8,10,Gold,Email,7,-4,2624,False,Basic,62,71.06,3446.45,713864.574,0.17777777777777778
CUST101456,37,Male,Almaty,High,86.85,8,7059.79,336.56,19.0,Clothing,164,0.2,True,0.7,0.37,High,1.0,1.95,Low,Yes,5,Card,False,True,False,5.59,12,17,4,Platinum,Email,0,-13,1766,True,Basic,35,81.62,6869.56,613142.7614999999,0.05
CUST101458,54,Female,Karaganda,Medium,79.55,1,8204.03,141.54,49.0,Beauty,160,0.93,False,0.74,0.88,Low,11.0,2.75,High,No,2,Online Wallet,True,False,True,8.99,6,33,2,Silver,App,7,-47,1693,True,Premium,199,30.78,12144.41,652630.5865,0.22
CUST101461,26,Male,Almaty,Medium,75.74,9,6698.0,449.55,35.0,Groceries,126,0.99,False,0.2,0.0,Medium,0.0,3.08,Low,No,9,Online Wallet,False,False,False,5.0,14,17,26,Platinum,App,7,13,2293,True,0,281,10.35,8843.63,507306.51999999996,0.0
CUST101462,51,Male,Astana,High,79.33,7,9264.53,438.04,39.0,Groceries,250,0.95,False,0.68,0.18,High,10.0,3.35,Medium,No,3,Online Wallet,False,False,True,17.09,14,6,14,Silver,SMS,5,28,1913,True,Basic,87,98.35,1283.9,734955.1649000001,0.25
CUST101470,27,Female,Karaganda,High,91.28,5,7650.27,413.22,22.0,Beauty,234,0.54,False,0.8,0.73,High,14.0,4.34,Medium,Yes,8,Online Wallet,False,True,True,16.26,7,33,18,Silver,App,5,-83,3083,False,0,7,86.59,12063.75,698316.6456,0.6086956521739131
CUST101476,67,Female,Karaganda,Medium,72.37,0,9365.13,221.17,46.0,Clothing,142,0.26,True,0.72,0.33,Medium,19.0,4.24,High,Yes,2,Card,False,True,True,12.41,0,12,22,Silver,Email,3,40,771,False,Premium,114,18.53,905.55,677754.4580999999,0.40425531914893614
CUST101477,68,Female,Karaganda,High,92.09,9,8842.36,73.73,49.0,Beauty,15,1.0,True,0.13,0.79,Low,3.0,2.88,High,Yes,4,Cash,False,False,True,8.31,3,13,34,Platinum,Social Media,4,-40,2254,True,0,1,47.6,577.26,814292.9324,0.06
CUST101481,57,Male,Shymkent,Medium,78.58,3,8520.86,5.06,31.0,Beauty,153,0.5,False,0.74,0.58,High,19.0,2.28,High,Yes,9,Cash,False,False,False,19.5,4,18,17,Bronze,App,0,72,3384,True,Premium,252,1.07,3438.84,669569.1788,0.59375
CUST101486,26,Male,Astana,Low,71.34,0,8106.85,140.47,7.0,Clothing,181,0.8,False,0.02,0.3,High,5.0,4.07,Medium,No,0,Online Wallet,True,False,False,8.63,8,41,35,Gold,App,4,17,1543,True,Premium,126,97.15,6733.83,578342.679,0.625
CUST101491,43,Male,Astana,High,88.07,1,5956.61,454.07,21.0,Groceries,163,1.0,False,0.98,0.18,Low,14.0,2.67,Low,No,6,Card,False,False,False,16.64,14,29,25,Platinum,SMS,0,78,956,True,Basic,247,40.42,10417.31,524598.6427,0.6363636363636364
CUST101496,54,Male,Almaty,Medium,58.76,5,9606.97,451.93,31.0,Electronics,306,0.49,True,0.49,0.42,Medium,10.0,2.53,High,No,2,Cash,True,False,False,8.32,9,30,18,Gold,Email,5,-40,589,True,Basic,35,31.48,16048.7,564505.5571999999,0.3125
CUST101498,23,Female,Almaty,High,91.59,1,8521.9,163.8,41.0,Electronics,303,0.25,False,0.73,0.68,Low,8.0,1.71,High,Yes,0,Online Wallet,False,True,False,12.67,14,10,16,Silver,Social Media,1,48,272,True,Basic,215,20.26,12242.55,780520.821,0.19047619047619047
CUST101507,54,Female,Astana,High,80.26,4,6734.26,459.53,40.0,Beauty,35,0.17,True,0.85,0.31,High,3.0,4.99,Low,Yes,8,Card,True,True,False,2.6,1,42,15,Platinum,SMS,7,11,1223,True,Basic,177,99.11,16528.82,540491.7076000001,0.07317073170731707
CUST101509,55,Male,Karaganda,Medium,98.09,3,8079.79,439.07,14.0,Beauty,350,0.28,False,0.33,0.5,Low,12.0,3.44,Low,Yes,1,Online Wallet,False,False,True,11.52,11,25,33,Gold,Social Media,7,66,822,True,0,76,34.9,8738.74,792546.6011,0.8
CUST101513,39,Male,Karaganda,Medium,76.89,6,9427.26,310.54,29.0,Beauty,156,0.63,False,0.87,0.04,Low,0.0,2.52,Low,Yes,8,Card,True,True,True,4.46,4,16,17,Silver,Email,1,82,1587,False,Basic,142,76.14,2008.62,724862.0214,0.0
CUST101521,29,Female,Shymkent,High,99.44,8,7293.51,123.48,36.0,Clothing,56,0.34,False,0.79,0.11,Low,18.0,3.01,Medium,No,7,Card,False,False,False,6.89,9,19,34,Bronze,SMS,7,-59,3238,True,Basic,362,41.22,4228.05,725266.6344,0.4864864864864865
CUST101523,24,Female,Astana,High,76.08,5,8236.86,498.35,12.0,Electronics,78,0.29,True,0.73,0.12,Medium,9.0,1.44,Low,Yes,0,Cash,True,True,False,15.95,0,20,8,Platinum,App,6,-55,1188,False,0,187,88.81,11131.77,626660.3088,0.6923076923076923
CUST101534,68,Male,Almaty,High,97.95,9,6358.86,120.54,20.0,Groceries,284,0.37,True,0.15,0.42,Low,9.0,4.65,Medium,No,2,Online Wallet,True,True,False,7.37,1,36,10,Platinum,Email,8,66,2081,False,0,297,2.89,18218.88,622850.3369999999,0.42857142857142855
CUST101535,53,Female,Shymkent,Medium,67.78,9,7800.04,168.06,36.0,Beauty,136,0.95,False,0.92,0.35,Medium,8.0,4.97,Low,Yes,9,Online Wallet,True,False,True,7.61,9,21,22,Silver,Social Media,4,26,1669,False,Basic,57,90.04,18516.74,528686.7112,0.21621621621621623
CUST101536,68,Male,Shymkent,Medium,90.15,6,9253.59,469.41,41.0,Electronics,48,0.34,False,0.78,0.85,High,7.0,2.52,High,Yes,3,Card,True,False,False,11.28,3,26,7,Platinum,Email,3,26,2988,False,0,216,0.73,13007.35,834211.1385000001,0.16666666666666666
CUST101542,28,Female,Karaganda,Medium,90.35,7,6444.06,168.45,37.0,Electronics,192,0.3,False,0.4,0.39,High,9.0,2.3,Low,No,5,Cash,False,False,True,1.55,14,12,20,Bronze,Email,9,-61,804,True,0,288,30.79,15487.95,582220.821,0.23684210526315788
CUST101554,53,Female,Astana,High,55.12,8,9987.76,465.09,8.0,Beauty,309,0.27,True,0.11,0.18,Low,13.0,3.54,High,Yes,6,Online Wallet,False,True,False,1.3,3,12,1,Platinum,Social Media,3,67,1970,False,Premium,256,0.09,3885.98,550525.3312,1.4444444444444444
CUST101555,64,Female,Shymkent,High,91.26,5,8066.66,289.97,20.0,Electronics,220,0.26,False,0.28,0.59,Low,5.0,3.37,Medium,Yes,3,Online Wallet,True,True,False,1.18,11,4,28,Silver,Social Media,7,-10,3386,False,Basic,84,46.42,18090.39,736163.3916,0.23809523809523808
CUST101558,52,Female,Karaganda,Medium,86.29,9,9617.11,498.93,26.0,Beauty,71,0.06,True,0.05,0.89,Medium,0.0,3.53,Low,No,7,Card,False,False,True,4.23,13,7,23,Gold,Social Media,6,50,1218,True,Premium,152,36.11,11902.95,829860.4219000001,0.0
CUST101562,62,Male,Karaganda,Medium,94.06,3,5482.63,470.05,29.0,Electronics,283,0.12,False,0.93,0.54,High,1.0,2.42,Low,No,3,Card,True,True,True,2.89,3,0,4,Gold,Social Media,1,21,85,True,Premium,102,69.09,15496.92,515696.1778,0.03333333333333333
CUST101564,51,Male,Astana,Low,69.49,1,8195.49,458.73,34.0,Clothing,233,0.31,False,0.04,0.87,Low,15.0,4.23,Low,No,6,Online Wallet,False,False,True,8.4,1,23,32,Bronze,SMS,2,-57,1488,True,Premium,113,24.35,2569.72,569504.6000999999,0.42857142857142855
CUST101566,43,Male,Almaty,Low,70.21,8,7313.54,260.05,45.0,Electronics,42,0.38,True,0.96,0.62,Low,13.0,3.59,Medium,No,2,Card,False,False,True,4.48,7,22,4,Bronze,Social Media,3,97,3622,True,Premium,83,35.18,16214.07,513483.64339999994,0.2826086956521739
CUST101582,54,Male,Karaganda,High,99.54,8,9957.59,487.41,46.0,Electronics,278,0.78,False,0.58,0.61,Medium,14.0,1.86,Medium,Yes,3,Card,True,False,False,9.92,14,46,10,Platinum,SMS,1,-20,2213,True,0,119,38.15,15373.66,991178.5086000001,0.2978723404255319
CUST101583,61,Male,Shymkent,High,94.55,3,8934.36,97.14,27.0,Beauty,0,0.02,False,0.79,0.79,Low,14.0,2.87,High,Yes,2,Cash,False,False,True,18.19,6,27,39,Platinum,Social Media,6,-36,128,False,Basic,74,20.54,17761.4,844743.738,0.5
CUST101585,68,Male,Shymkent,Medium,89.57,3,6492.51,329.58,29.0,Groceries,280,0.78,True,0.57,0.67,Medium,7.0,3.02,Medium,Yes,1,Cash,False,True,False,18.73,10,17,20,Bronze,SMS,0,77,1552,True,Basic,195,62.55,2122.32,581534.1207,0.23333333333333334
CUST101591,54,Male,Shymkent,High,56.03,0,8985.6,167.38,17.0,Groceries,293,0.17,False,0.3,0.6,Low,1.0,4.06,Medium,Yes,4,Card,False,False,True,2.51,0,17,39,Bronze,App,2,-34,3567,False,Basic,50,47.91,16798.31,503463.168,0.05555555555555555
CUST101593,66,Male,Shymkent,High,63.98,3,9849.9,116.22,26.0,Beauty,229,0.1,True,0.43,0.05,Medium,17.0,4.29,Medium,Yes,4,Cash,True,False,True,3.75,2,0,27,Gold,Social Media,1,-26,2348,False,0,74,92.66,7427.74,630196.602,0.6296296296296297
CUST101596,66,Female,Karaganda,High,80.86,5,7951.16,288.91,11.0,Beauty,97,0.3,True,0.17,0.55,Medium,6.0,3.31,Medium,No,6,Cash,False,False,False,19.91,0,12,9,Bronze,SMS,0,-80,1224,True,0,122,36.89,13565.18,642930.7975999999,0.5
CUST101599,33,Female,Astana,Low,69.22,2,8177.28,377.89,26.0,Groceries,176,0.98,True,0.23,0.73,Medium,16.0,4.73,Medium,No,4,Card,False,False,True,17.22,14,48,15,Platinum,Email,4,-37,1035,True,Basic,334,42.09,17157.65,566031.3216,0.5925925925925926
CUST101603,48,Male,Astana,Medium,96.96,2,8974.89,115.79,48.0,Clothing,91,0.79,False,0.19,0.74,Medium,7.0,2.63,Low,No,7,Online Wallet,True,False,True,4.7,14,7,2,Silver,Email,0,-94,1193,True,Premium,177,7.5,12832.09,870205.3343999999,0.14285714285714285
CUST101609,23,Male,Astana,High,60.43,9,8635.28,299.07,15.0,Beauty,25,0.02,True,0.27,0.97,Medium,6.0,3.51,Low,Yes,6,Online Wallet,True,False,False,14.75,0,37,8,Gold,Email,3,-42,2060,True,0,47,5.43,12512.56,521829.97040000005,0.375
CUST101610,25,Male,Almaty,Low,96.58,5,7976.13,210.95,6.0,Electronics,134,0.81,True,0.67,0.06,Medium,0.0,2.25,High,No,3,Card,True,True,True,11.08,5,4,7,Platinum,Social Media,9,58,1729,False,Premium,234,25.2,1018.08,770334.6354,0.0
CUST101617,58,Male,Almaty,Medium,75.33,8,9348.0,84.99,20.0,Beauty,74,0.92,True,0.1,0.39,Low,2.0,3.87,Medium,Yes,1,Card,True,False,False,6.17,1,5,30,Silver,Email,1,44,180,True,Basic,53,26.03,15412.5,704184.84,0.09523809523809523
CUST101622,27,Male,Almaty,High,95.16,7,5457.25,453.56,9.0,Electronics,113,0.48,True,0.16,0.77,Low,8.0,2.56,High,No,4,Card,False,True,False,1.08,13,3,10,Platinum,App,5,-78,3030,False,Basic,282,41.13,123.42,519311.91,0.8
CUST101630,24,Female,Shymkent,Low,85.92,6,9059.17,278.49,45.0,Clothing,286,0.51,True,0.97,0.6,Medium,15.0,3.39,Low,Yes,2,Cash,False,False,True,6.81,8,37,18,Silver,Email,9,-17,3044,False,0,276,85.65,8627.07,778363.8864000001,0.32608695652173914
CUST101643,47,Female,Almaty,Medium,79.18,2,9145.21,181.96,25.0,Electronics,2,0.77,False,0.19,0.18,Low,19.0,1.54,Low,No,0,Card,True,False,True,12.81,0,6,26,Gold,App,4,19,1487,True,0,206,58.75,610.39,724117.7278,0.7307692307692307
CUST101646,52,Female,Shymkent,Low,98.64,3,7604.59,130.83,20.0,Groceries,222,0.86,False,0.53,0.47,Medium,8.0,2.18,Low,Yes,6,Card,True,False,False,17.19,8,30,20,Bronze,Email,3,11,564,True,0,86,67.06,2111.95,750116.7576,0.38095238095238093
CUST101647,35,Male,Almaty,High,96.81,3,9800.62,226.76,14.0,Groceries,320,0.71,False,0.44,0.93,High,16.0,3.62,High,Yes,3,Card,False,False,True,17.56,11,7,3,Silver,SMS,5,66,2133,False,Premium,73,7.27,13092.48,948798.0222000001,1.0666666666666667
CUST101649,56,Female,Astana,High,68.52,9,9231.11,130.78,8.0,Electronics,148,0.16,False,0.02,0.53,Low,12.0,2.27,Low,No,2,Cash,True,True,True,19.1,4,25,22,Bronze,Email,3,78,2878,True,Basic,105,16.8,3770.41,632515.6572,1.3333333333333333
CUST101656,62,Male,Shymkent,Low,91.52,8,9577.24,184.67,34.0,Clothing,202,0.38,True,0.04,0.53,Low,17.0,3.26,High,Yes,8,Card,False,True,True,6.34,7,3,21,Bronze,Email,8,-14,3494,False,0,127,51.96,6437.51,876509.0048,0.4857142857142857
CUST101657,51,Male,Almaty,Low,93.33,1,5745.45,386.89,27.0,Clothing,182,0.21,True,0.2,0.9,Medium,4.0,1.25,Low,Yes,3,Cash,True,False,True,10.5,13,24,32,Silver,Social Media,2,-21,3261,True,Basic,133,76.0,13556.04,536222.8485,0.14285714285714285
CUST101658,20,Male,Almaty,High,59.63,2,8757.47,220.35,19.0,Groceries,258,0.52,False,0.49,0.69,High,12.0,2.09,Low,Yes,5,Card,True,True,True,14.83,13,7,22,Bronze,SMS,8,27,267,True,Basic,45,98.99,16478.98,522207.9361,0.6
CUST101661,57,Male,Astana,Low,79.28,3,9021.46,310.15,34.0,Electronics,300,0.05,False,0.06,0.19,Low,12.0,4.23,High,No,5,Cash,False,True,False,6.54,3,1,9,Bronze,SMS,7,83,443,True,0,73,1.93,7492.74,715221.3487999999,0.34285714285714286
CUST101662,43,Male,Shymkent,Medium,94.53,4,7925.18,172.01,32.0,Clothing,108,0.21,False,0.12,0.13,High,7.0,4.01,Medium,No,2,Card,False,False,False,4.94,10,30,18,Gold,App,8,97,202,False,Basic,5,64.83,1538.06,749167.2654,0.21212121212121213
CUST101664,61,Male,Karaganda,High,75.18,7,8420.73,349.48,31.0,Electronics,226,0.54,True,0.08,0.44,Low,15.0,2.97,Low,No,9,Cash,False,False,True,17.9,11,44,22,Silver,SMS,2,53,2058,True,Premium,187,77.75,19936.42,633070.4814,0.46875
CUST101668,21,Male,Shymkent,Medium,89.44,5,8671.1,277.54,8.0,Beauty,348,0.65,False,0.26,0.49,High,8.0,2.85,High,No,3,Online Wallet,False,False,False,13.84,9,39,22,Bronze,Social Media,6,1,3643,True,Premium,350,21.04,15530.64,775543.184,0.8888888888888888
CUST101673,35,Male,Almaty,Medium,79.23,3,6785.2,193.32,18.0,Groceries,21,0.95,False,0.85,0.32,High,1.0,2.47,High,No,0,Card,True,True,True,4.74,14,22,32,Platinum,SMS,2,-3,823,False,Premium,190,74.13,10792.4,537591.3960000001,0.05263157894736842
CUST101675,33,Female,Karaganda,Medium,79.46,4,9735.23,263.2,16.0,Beauty,112,0.17,False,0.03,0.51,Medium,17.0,4.27,Medium,No,9,Card,True,True,True,7.54,6,6,37,Gold,Social Media,6,-61,224,False,0,164,65.57,18135.61,773561.3757999999,1.0
CUST101676,62,Female,Almaty,Low,60.75,2,9353.35,382.97,33.0,Beauty,109,0.94,False,0.76,0.88,High,0.0,1.96,High,No,6,Card,False,False,True,9.37,5,47,22,Bronze,Email,6,44,2068,False,Premium,114,80.63,12645.3,568216.0125000001,0.0
CUST101679,19,Male,Almaty,Low,95.69,2,8973.07,114.0,16.0,Clothing,186,0.54,True,0.61,0.73,Low,17.0,1.55,Medium,No,1,Online Wallet,True,True,True,2.2,5,33,23,Silver,Social Media,9,-46,441,False,Basic,58,30.89,15861.37,858633.0682999999,1.0
CUST101685,30,Female,Karaganda,Low,56.03,1,9335.79,247.01,22.0,Groceries,74,0.62,False,0.65,0.72,Medium,1.0,4.69,High,Yes,8,Card,False,True,True,15.06,14,28,12,Gold,App,5,43,2637,True,Premium,319,57.3,6398.04,523084.31370000006,0.043478260869565216
CUST101686,35,Female,Shymkent,Medium,99.24,0,9775.16,367.3,40.0,Groceries,101,0.52,False,0.88,0.19,Low,7.0,2.69,Low,No,9,Cash,False,False,True,3.2,2,45,18,Platinum,Social Media,3,-39,2994,True,Basic,240,5.88,4076.49,970086.8783999999,0.17073170731707318
CUST101716,54,Male,Shymkent,Low,85.68,4,7165.02,441.38,22.0,Groceries,154,0.48,False,0.78,0.16,Medium,5.0,1.75,Medium,No,4,Card,True,False,True,5.31,13,5,19,Bronze,Social Media,7,-66,1677,True,Premium,93,53.79,6098.43,613898.9136000001,0.21739130434782608
CUST101718,65,Male,Astana,Medium,90.93,8,8824.28,296.09,14.0,Clothing,301,0.96,False,0.77,0.24,Low,19.0,2.28,Medium,No,7,Cash,True,False,True,7.91,0,45,1,Gold,Social Media,8,-91,3637,True,Basic,229,66.01,4795.56,802391.7804000002,1.2666666666666666
CUST101727,29,Female,Karaganda,High,88.69,0,5709.98,443.91,29.0,Beauty,46,0.8,False,0.86,0.84,Low,11.0,2.6,Low,No,6,Card,False,True,True,7.35,2,16,11,Bronze,App,1,43,3028,True,0,240,78.44,4720.3,506418.12619999994,0.36666666666666664
CUST101736,30,Female,Astana,High,81.06,6,9301.25,99.12,11.0,Electronics,278,0.0,False,0.41,0.99,High,16.0,2.92,Low,Yes,3,Card,True,True,True,14.73,10,45,5,Gold,App,3,-20,2641,False,Premium,322,16.46,18607.2,753959.3250000001,1.3333333333333333
CUST101749,60,Female,Shymkent,Medium,80.94,6,7628.2,105.56,2.0,Clothing,0,0.61,False,0.06,0.11,Medium,6.0,1.28,Medium,Yes,4,Cash,True,True,True,14.69,0,9,16,Platinum,Email,5,11,1657,True,Premium,358,21.11,8463.4,617426.5079999999,2.0
CUST101753,66,Female,Almaty,High,88.49,0,9915.33,326.79,26.0,Clothing,30,0.69,False,0.3,0.63,Medium,2.0,1.75,Medium,Yes,3,Cash,True,True,False,7.2,14,19,27,Bronze,App,2,-1,2696,True,Premium,351,41.94,18594.54,877407.5517,0.07407407407407407
CUST101768,35,Male,Almaty,Medium,79.36,9,8849.87,167.73,10.0,Groceries,92,0.19,True,0.05,0.05,Low,3.0,4.88,High,Yes,2,Cash,True,False,False,8.72,8,17,25,Silver,Email,5,7,2179,False,Premium,354,25.26,1641.18,702325.6832000001,0.2727272727272727
CUST101770,41,Male,Karaganda,Medium,93.63,2,6141.49,194.52,46.0,Beauty,180,0.45,True,0.69,0.18,High,12.0,4.3,Low,No,7,Cash,True,False,False,12.08,11,45,13,Bronze,App,4,-51,689,False,Basic,197,82.93,5220.68,575027.7087,0.2553191489361702
CUST101776,64,Male,Shymkent,Medium,96.4,7,9865.1,427.4,6.0,Clothing,301,0.27,False,1.0,0.46,Low,12.0,3.68,High,No,7,Cash,False,True,True,1.98,13,32,5,Gold,Social Media,9,56,2048,False,Premium,124,94.44,18698.24,950995.6400000001,1.7142857142857142
CUST101778,26,Female,Astana,High,98.29,7,5286.68,263.49,28.0,Beauty,347,0.06,True,0.51,0.91,Medium,4.0,3.25,Medium,No,9,Online Wallet,True,False,True,7.71,11,19,6,Bronze,Email,0,28,1935,False,0,200,81.79,15979.1,519627.77720000007,0.13793103448275862
CUST101782,51,Female,Almaty,Medium,98.05,1,5158.58,406.67,5.0,Groceries,322,0.95,False,0.12,0.74,High,14.0,3.29,High,No,9,Cash,True,False,True,8.62,14,32,30,Platinum,Social Media,5,-78,1735,False,0,137,32.82,8146.27,505798.769,2.3333333333333335
CUST101784,58,Female,Shymkent,High,95.7,4,7827.71,324.23,20.0,Groceries,65,0.41,True,0.32,0.48,High,2.0,3.41,High,Yes,5,Card,True,True,False,4.25,1,14,16,Platinum,App,0,-80,2928,True,Premium,138,82.17,7287.33,749111.8470000001,0.09523809523809523
CUST101785,20,Male,Almaty,Low,79.7,5,7793.44,199.73,12.0,Groceries,17,0.64,True,0.59,0.54,High,11.0,1.53,Medium,Yes,3,Card,True,False,True,17.79,0,49,5,Silver,App,5,-9,2608,False,Basic,362,32.85,2999.95,621137.168,0.8461538461538461
