customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,purchase_intensity,digital_engagement,value_per_year,customer_class,engagement_index,churn_flag,loyalty_spend,activity_value,engagement_value,total_spent_squared,loyalty_score_squared,interaction_term,weighted_loyalty
CUST105577,18,Female,Karaganda,Medium,58.42,1.0,6024.56,78.46,29.0,Electronics,243.0,0.27,False,0.37,0.56,Low,5,1.99,Low,No,2,Online Wallet,True,True,False,14.39,4,49.0,12.0,Platinum,Social Media,5,63,216,True,Premium,30,65.08,19894.63,14.5,30.5,3012.28,Medium Value,0.6308724832214765,0,351954.79520000005,2275.3399999999997,3800.7291275167786,36295323.19360001,3412.8964,351954.79520000005,0.003469877974291405
CUST105578,24,Male,Karaganda,Medium,14.29,5.0,1270.36,483.6,8.0,Beauty,137.0,0.02,False,0.25,0.14,Low,16,3.35,Low,Yes,7,Online Wallet,False,False,False,4.98,0,22.0,13.0,Bronze,Social Media,7,42,3093,True,Premium,180,19.31,14084.09,1.3333333333333333,17.5,211.72666666666666,Low Value,0.31767337807606266,0,18153.444399999997,3868.8,403.55955257270693,1613814.5295999998,204.20409999999998,18153.444399999997,0.00017897252073320705
CUST105579,21,Male,Shymkent,High,83.34,5.0,7765.07,14.58,42.0,Clothing,255.0,0.92,True,0.57,0.76,Low,15,1.2,High,Yes,7,Card,True,False,True,14.33,9,18.0,15.0,Silver,App,1,4,2798,True,Premium,128,68.42,18174.27,7.0,16.5,1294.1783333333333,High Value,0.5369127516778524,0,647140.9338,612.36,4169.165100671141,60296312.104899995,6945.555600000001,647140.9338,0.006380080916865974
CUST105580,18,Female,Astana,Medium,13.06,8.0,9657.8,54.36,38.0,Electronics,116.0,0.03,True,0.48,0.99,Medium,11,3.64,High,Yes,9,Online Wallet,True,False,False,12.86,8,3.0,3.0,Bronze,Email,0,-63,1266,False,Basic,251,76.92,11748.84,4.222222222222222,3.0,1073.0888888888887,Medium Value,0.30201342281879195,0,126130.868,2065.68,2916.7852348993288,93273100.83999999,170.5636,126130.868,0.0012435083332299958
CUST105581,32,Female,Shymkent,Medium,3.19,7.0,4959.18,92.9,1.0,Clothing,1.0,0.05,False,0.53,0.05,Medium,4,4.07,High,Yes,7,Online Wallet,False,True,False,17.82,11,43.0,28.0,Platinum,Social Media,8,-43,3401,False,Basic,41,63.47,2274.21,0.125,35.5,619.8975,Medium Value,0.5458612975391499,0,15819.7842,92.9,2707.024429530202,24593466.272400003,10.1761,15819.7842,0.00015596525889760964
CUST105582,57,Female,Almaty,Low,27.34,4.0,5642.6,237.55,9.0,Clothing,278.0,0.3,True,0.96,0.79,Low,19,2.05,Medium,No,0,Cash,True,True,True,8.96,10,21.0,5.0,Gold,Email,4,-31,2068,False,Premium,199,24.87,3599.02,1.8,13.0,1128.52,Medium Value,0.24608501118568232,1,154268.684,2137.9500000000003,1388.5592841163311,31838934.760000005,747.4756,154268.684,0.0015209155153869628
CUST105583,29,Male,Shymkent,Medium,90.09,6.0,3907.97,153.08,4.0,Clothing,337.0,0.63,True,0.15,0.84,Medium,19,2.43,High,No,4,Online Wallet,True,False,True,18.25,14,20.0,20.0,Gold,Social Media,6,31,2054,False,Basic,263,0.78,3063.8,0.5714285714285714,20.0,558.2814285714286,Medium Value,0.34004474272930646,0,352069.0173,612.32,1328.8846532438477,15272229.520899998,8116.208100000001,352069.0173,0.0034710040755816063
CUST105584,39,Female,Shymkent,Medium,12.95,6.0,9571.51,211.99,33.0,Groceries,192.0,0.36,True,0.62,0.03,Low,1,3.66,High,Yes,4,Cash,False,False,False,11.56,5,31.0,28.0,Gold,SMS,7,-9,1380,True,,313,25.53,6981.0,4.714285714285714,29.5,1367.3585714285714,Medium Value,0.6800894854586129,0,123951.0545,6995.67,6509.4833109619685,91613803.68010001,167.7025,123951.0545,0.0012220178266227058
CUST105585,39,Male,Shymkent,Medium,33.07,4.0,1416.15,470.7,42.0,Clothing,356.0,0.06,False,0.03,0.58,Medium,18,3.23,High,No,9,Cash,True,True,False,18.77,7,46.0,2.0,Platinum,SMS,8,19,1313,True,Basic,73,46.49,17246.85,8.4,24.0,283.23,Low Value,0.6085011185682326,0,46832.080500000004,19769.399999999998,861.7288590604027,2005480.8225000002,1093.6249,46832.080500000004,0.0004617115801046259
CUST105586,67,Female,Shymkent,Medium,31.64,6.0,8153.87,173.98,21.0,Clothing,352.0,0.84,False,0.65,0.89,Medium,14,3.51,Medium,No,9,Cash,False,False,False,1.4,14,10.0,34.0,Gold,App,1,80,873,True,Premium,325,8.65,12264.83,3.0,22.0,1164.8385714285714,Medium Value,0.5123042505592841,0,257988.4468,3653.58,4177.262259507829,66485595.9769,1001.0896,257988.4468,0.0025434755865857
CUST105587,64,Female,Karaganda,Medium,80.16,2.0,6539.22,424.82,7.0,Beauty,62.0,0.7,False,0.2,0.57,Medium,17,3.24,Low,Yes,7,Online Wallet,False,True,False,2.13,6,35.0,39.0,Platinum,App,9,-35,2723,False,,329,87.45,19570.32,2.3333333333333335,37.0,2179.7400000000002,Medium Value,0.6308724832214765,0,524183.8752,2973.74,4125.413959731543,42761398.2084,6425.625599999999,524183.8752,0.005167862770562969
CUST105588,34,Female,Astana,High,42.15,6.0,7935.81,41.04,32.0,Beauty,35.0,0.4,False,0.81,0.59,Low,11,2.99,High,No,1,Cash,False,True,True,16.15,14,36.0,9.0,Gold,Social Media,2,-60,2837,True,,156,15.23,8001.77,4.571428571428571,22.5,1133.6871428571428,Medium Value,0.5369127516778524,0,334494.3915,1313.28,4260.837583892618,62977080.35610001,1776.6225,334494.3915,0.00329773805448597
CUST105589,46,Male,Almaty,Medium,61.16,5.0,9509.55,406.91,39.0,Electronics,344.0,0.68,False,0.27,1.0,Low,2,1.12,Low,Yes,9,Card,False,False,False,16.14,7,11.0,11.0,Platinum,SMS,0,19,2446,True,,240,62.14,1871.55,6.5,11.0,1584.925,Medium Value,0.4340044742729306,0,581604.078,15869.490000000002,4127.187248322147,90431541.20249999,3740.5455999999995,581604.078,0.005733961314161007
CUST105590,63,Male,Almaty,High,40.44,5.0,5011.91,451.27,28.0,Electronics,278.0,0.27,False,0.4,0.9,Medium,18,2.49,Medium,Yes,8,Card,False,False,False,5.15,10,31.0,31.0,Silver,App,3,83,2194,False,,50,32.01,18664.63,4.666666666666667,31.0,835.3183333333333,Medium Value,0.6733780760626398,0,202681.64039999997,12635.56,3374.9103131991046,25119241.8481,1635.3935999999999,202681.64039999997,0.0019982127517756032
CUST105591,31,Male,Almaty,High,55.15,1.0,2954.47,146.07,26.0,Clothing,62.0,0.53,True,0.52,0.63,High,17,3.42,Medium,Yes,4,Card,True,False,False,19.84,6,7.0,33.0,Bronze,Email,1,67,942,False,Basic,76,58.79,15204.98,13.0,20.0,1477.235,Low Value,0.5167785234899329,0,162939.02049999998,3797.8199999999997,1526.806644295302,8728892.980899999,3041.5225,162939.02049999998,0.0016063952703479622
CUST105592,67,Male,Shymkent,High,6.24,1.0,7817.17,275.81,37.0,Beauty,213.0,0.88,False,0.61,0.51,Low,17,4.2,Medium,Yes,7,Card,True,True,False,14.39,0,8.0,36.0,Silver,Social Media,2,96,1397,True,,48,18.53,6292.34,18.5,22.0,3908.585,Medium Value,0.6241610738255032,0,48779.1408,10204.97,4879.173221476509,61108146.8089,38.9376,48779.1408,0.00048090740224351186
CUST105593,37,Male,Almaty,Low,37.4,6.0,8461.25,97.64,34.0,Electronics,32.0,0.11,True,0.3,0.19,Low,11,4.45,Low,Yes,4,Online Wallet,False,False,False,8.05,2,18.0,37.0,Silver,App,5,-85,429,True,,310,41.24,5680.94,4.857142857142857,27.5,1208.75,Medium Value,0.6800894854586129,0,316450.75,3319.76,5754.407158836689,71592751.5625,1398.76,316450.75,0.00311984806670705
CUST105594,67,Male,Karaganda,Low,85.51,0.0,6893.93,49.97,9.0,Groceries,174.0,0.85,False,0.16,0.84,Low,14,2.45,Low,No,1,Cash,True,True,False,11.51,1,29.0,25.0,Silver,Social Media,3,-31,173,True,,220,72.55,13905.76,9.0,27.0,6893.93,Medium Value,0.4787472035794183,0,589499.9543000001,449.73,3300.449709172259,47526270.844900005,7311.960100000001,589499.9543000001,0.0058118057636038145
CUST105595,65,Female,Astana,High,69.11,8.0,8505.12,386.35,6.0,Beauty,18.0,0.79,True,0.64,0.29,Low,16,3.8,High,Yes,0,Cash,True,True,False,3.81,5,43.0,14.0,Platinum,Social Media,0,54,3464,False,,120,8.23,6729.02,0.6666666666666666,28.5,945.0133333333334,Medium Value,0.4541387024608501,0,587788.8432,2318.1000000000004,3862.504161073826,72337066.21440001,4776.1921,587788.8432,0.005794936134894588
CUST105596,50,Male,Shymkent,Low,98.18,2.0,7330.24,316.77,22.0,Beauty,278.0,0.95,True,0.44,0.01,Low,15,1.33,Low,Yes,2,Card,False,False,False,13.25,8,14.0,21.0,Bronze,SMS,2,-17,2863,True,Premium,290,57.35,256.99,7.333333333333333,17.5,2443.4133333333334,High Value,0.4295302013422819,0,719682.9632,6968.94,3148.559463087249,53732418.4576,9639.3124,719682.9632,0.007095263643336353
CUST105597,60,Female,Shymkent,Medium,78.79,5.0,9578.98,377.36,9.0,Beauty,109.0,0.51,False,0.06,0.06,Medium,11,2.45,Medium,Yes,7,Card,False,False,True,4.72,0,45.0,4.0,Platinum,Social Media,3,12,1073,True,Premium,183,71.12,6018.71,1.5,24.5,1596.4966666666667,High Value,0.3982102908277405,0,754727.8342,3396.2400000000002,3814.4484116331096,91756857.8404,6207.864100000001,754727.8342,0.007440766610345747
CUST105598,32,Male,Karaganda,High,45.15,2.0,5749.74,222.64,47.0,Groceries,85.0,0.27,True,0.54,0.2,Medium,18,1.64,High,Yes,3,Cash,False,False,False,18.22,2,8.0,3.0,Gold,Social Media,2,79,865,False,,173,44.33,12177.19,15.666666666666666,5.5,1916.58,Medium Value,0.3959731543624161,0,259600.76099999997,10464.08,2276.7426845637583,33059510.067599997,2038.5224999999998,259600.76099999997,0.0025593711891077173
CUST105599,29,Female,Almaty,High,67.63,8.0,3866.69,128.56,45.0,Electronics,3.0,0.35,False,0.47,0.81,High,16,2.88,Low,Yes,3,Cash,True,False,True,3.74,10,35.0,28.0,Silver,App,2,61,303,True,Premium,19,65.68,16325.65,5.0,31.5,429.63222222222225,Medium Value,0.7874720357941835,0,261504.24469999998,5785.2,3044.9102460850113,14951291.5561,4573.8169,261504.24469999998,0.0025781373950385083
CUST105600,57,Female,Shymkent,High,77.59,9.0,6837.15,216.29,15.0,Electronics,96.0,0.64,True,0.51,0.97,Medium,19,3.56,Low,No,9,Online Wallet,False,False,True,12.72,0,20.0,10.0,Gold,Social Media,3,15,309,False,Basic,185,89.13,6089.18,1.5,15.0,683.7149999999999,Medium Value,0.32438478747203575,0,530494.4685,3244.35,2217.867449664429,46746620.122499995,6020.208100000001,530494.4685,0.005230078114678221
CUST105601,37,Male,Shymkent,Low,26.97,6.0,784.23,37.07,1.0,Electronics,83.0,0.14,False,0.11,0.72,Low,8,4.76,High,No,7,Cash,True,True,True,14.66,9,14.0,2.0,Bronze,Email,6,-95,2932,False,,221,51.1,4032.19,0.14285714285714285,8.0,112.03285714285714,Low Value,0.11856823266219238,0,21150.6831,37.07,92.98476510067113,615016.6929,727.3808999999999,21150.6831,0.00020852191937945628
CUST105602,47,Female,Karaganda,Low,6.0,0.0,5034.07,145.35,32.0,Electronics,241.0,0.35,False,0.47,0.17,Low,0,4.38,High,Yes,6,Cash,True,False,True,8.73,1,6.0,18.0,Gold,SMS,6,-61,764,True,Basic,146,8.7,17843.75,32.0,12.0,5034.07,Medium Value,0.4161073825503356,0,30204.42,4651.2,2094.7136912751675,25341860.7649,36.0,30204.42,0.0002977815705698525
CUST105603,55,Male,Karaganda,Low,40.58,3.0,7756.67,152.27,47.0,Electronics,127.0,0.73,True,0.75,0.87,Low,12,1.66,Low,No,4,Online Wallet,False,True,True,6.8,13,29.0,1.0,Platinum,SMS,0,65,1883,True,,132,71.06,14076.41,11.75,15.0,1939.1675,Medium Value,0.5190156599552572,0,314765.6686,7156.6900000000005,4025.833199105145,60165929.4889,1646.7363999999998,314765.6686,0.0031032350615299914
CUST105604,20,Male,Almaty,Medium,14.47,4.0,1772.74,358.69,18.0,Beauty,95.0,0.57,False,0.13,0.81,High,10,4.05,High,No,7,Cash,False,True,False,17.91,2,46.0,10.0,Bronze,Email,9,51,2920,False,Basic,203,35.74,15056.52,3.6,28.0,354.548,Low Value,0.5190156599552571,0,25651.5478,6456.42,920.0798210290825,3142607.1076,209.38090000000003,25651.5478,0.00025289537728026714
CUST105605,45,Male,Astana,Low,27.72,6.0,4064.03,31.3,11.0,Groceries,180.0,0.06,False,0.62,0.85,Medium,0,3.31,High,Yes,6,Online Wallet,False,False,True,6.78,14,18.0,12.0,Platinum,Social Media,1,-71,2938,True,Premium,148,35.92,17082.14,1.5714285714285714,15.0,580.5757142857143,Medium Value,0.30201342281879195,0,112654.9116,344.3,1227.3916107382552,16516339.840900002,768.3983999999999,112654.9116,0.0011106505772551136
CUST105606,43,Male,Astana,High,94.68,6.0,3567.84,126.41,35.0,Clothing,111.0,0.5,True,0.18,0.18,Low,4,4.28,Low,No,8,Card,False,True,True,19.07,3,19.0,7.0,Silver,App,7,98,1494,False,Premium,327,98.82,19905.16,5.0,13.0,509.6914285714286,Medium Value,0.4250559284116331,0,337803.0912,4424.349999999999,1516.531543624161,12729482.265600001,8964.3024,337803.0912,0.00333035810788246
CUST105607,47,Female,Almaty,Low,84.71,4.0,3416.19,141.92,33.0,Electronics,120.0,0.52,False,0.31,0.52,Low,6,2.91,High,No,5,Online Wallet,False,False,True,8.01,8,48.0,33.0,Silver,Email,9,-92,3187,False,Premium,156,66.55,3572.16,6.6,40.5,683.238,Medium Value,0.8389261744966442,0,289385.4549,4683.36,2865.931208053691,11670354.1161,7175.784099999999,289385.4549,0.0028530147329494564
CUST105608,30,Male,Astana,Low,59.25,0.0,6541.2,277.92,4.0,Clothing,272.0,0.7,True,0.36,0.63,Medium,13,1.81,Medium,No,1,Cash,True,False,True,9.34,7,30.0,39.0,Bronze,Social Media,9,25,3612,True,,344,20.09,3238.86,4.0,34.5,6541.2,Medium Value,0.5771812080536912,0,387566.1,1111.68,3775.457718120805,42787297.44,3510.5625,387566.1,0.0038209653407558406
CUST105609,30,Female,Karaganda,Low,40.13,4.0,5025.21,126.12,34.0,Electronics,24.0,0.01,True,0.76,0.68,Medium,8,1.31,Low,No,3,Card,False,True,False,10.56,6,48.0,33.0,Bronze,Email,7,48,2868,False,Basic,261,88.7,15454.32,6.8,40.5,1005.042,Medium Value,0.8456375838926173,0,201661.6773,4288.08,4249.506442953019,25252735.5441,1610.4169000000002,201661.6773,0.0019881570641033593
CUST105610,19,Female,Karaganda,Low,26.43,4.0,7993.42,70.55,48.0,Beauty,13.0,0.43,True,0.23,0.68,Low,16,2.07,Medium,Yes,6,Card,False,True,False,11.15,13,10.0,6.0,Platinum,Email,3,21,58,False,,210,23.34,2456.81,9.6,8.0,1598.684,Medium Value,0.4429530201342281,0,211266.0906,3386.3999999999996,3540.7095302013417,63894763.2964,698.5449,211266.0906,0.0020828457645278658
CUST105611,54,Female,Karaganda,High,57.15,3.0,672.71,132.7,19.0,Beauty,109.0,0.89,False,0.26,0.01,High,5,1.78,Medium,Yes,6,Card,False,False,True,6.52,8,8.0,36.0,Bronze,App,7,-61,3310,False,Basic,124,93.03,17615.21,4.75,22.0,168.1775,Low Value,0.5033557046979865,0,38445.3765,2521.2999999999997,338.6124161073825,452538.74410000007,3266.1225,38445.3765,0.0003790281222191752
CUST105612,66,Male,Astana,Low,53.32,5.0,4593.7,213.83,48.0,Clothing,305.0,0.03,False,0.87,0.96,Low,3,3.44,Medium,No,6,Card,True,True,True,13.98,8,34.0,15.0,Silver,Email,3,30,1601,False,Premium,63,14.87,18376.39,8.0,24.5,765.6166666666667,Medium Value,0.6845637583892616,0,244936.084,10263.84,3144.680536912751,21102079.689999998,2843.0224,244936.084,0.0024147939865340677
CUST105613,55,Female,Astana,High,78.08,7.0,238.59,265.11,12.0,Electronics,29.0,0.67,True,0.74,0.58,High,11,3.58,Medium,Yes,7,Cash,True,True,False,6.73,1,14.0,0.0,Platinum,Social Media,2,-30,474,True,Premium,126,39.72,10523.48,1.5,7.0,29.82375,Low Value,0.174496644295302,0,18629.1072,3181.32,41.63315436241611,56925.1881,6096.4864,18629.1072,0.0001836620203377568
CUST105614,19,Male,Shymkent,Low,92.8,9.0,2286.51,23.1,40.0,Electronics,21.0,0.22,True,0.51,0.19,Low,8,2.77,Medium,Yes,9,Online Wallet,False,True,False,13.84,3,8.0,23.0,Bronze,Email,2,-95,1078,True,Premium,95,58.88,10303.76,4.0,15.5,228.651,Low Value,0.5279642058165548,0,212188.12800000003,924.0,1207.1954362416109,5228127.980100001,8611.84,212188.12800000003,0.002091936015063918
CUST105615,53,Female,Shymkent,Medium,32.89,4.0,7776.22,158.36,36.0,Groceries,338.0,0.39,True,0.32,0.77,Medium,13,2.82,Low,Yes,9,Card,False,False,True,7.46,14,3.0,33.0,Silver,SMS,8,61,3182,True,Premium,282,8.78,9065.64,7.2,18.0,1555.2440000000001,Medium Value,0.5570469798657718,0,255759.8758,5700.960000000001,4331.719865771812,60469597.488400005,1081.7521,255759.8758,0.0025215043859300864
CUST105616,43,Male,Shymkent,Medium,20.63,7.0,1149.9,383.26,48.0,Groceries,101.0,0.88,True,0.79,0.05,High,10,4.46,Low,Yes,3,Card,True,False,False,17.12,6,18.0,4.0,Silver,SMS,9,-35,2888,False,Basic,298,38.84,8979.3,6.0,11.0,143.7375,Low Value,0.4787472035794183,0,23722.437,18396.48,550.5114093959731,1322270.0100000002,425.59689999999995,23722.437,0.0002338765169999749
CUST105617,28,Male,Astana,High,40.28,4.0,1145.23,300.82,41.0,Beauty,259.0,0.36,False,0.56,0.17,Medium,13,1.58,Medium,Yes,0,Online Wallet,True,False,False,6.68,7,48.0,13.0,Bronze,SMS,7,59,626,False,Premium,297,33.77,12177.87,8.2,30.5,229.046,Low Value,0.7136465324384786,0,46129.8644,12333.619999999999,817.2894183445189,1311551.7529,1622.4784000000002,46129.8644,0.0004547885200644915
CUST105618,25,Male,Shymkent,High,43.75,2.0,4074.24,230.74,22.0,Groceries,71.0,0.55,True,0.33,0.4,Medium,17,1.43,High,Yes,2,Cash,True,True,True,12.74,3,24.0,7.0,Gold,SMS,0,-20,2769,False,Basic,80,42.64,1404.24,7.333333333333333,15.5,1358.08,Medium Value,0.3713646532438479,0,178248.0,5076.280000000001,1513.0287248322147,16599431.577599999,1914.0625,178248.0,0.0017573245700773289
CUST105619,61,Male,Karaganda,Medium,3.99,7.0,7791.72,229.22,47.0,Groceries,300.0,0.09,False,0.31,0.56,High,19,1.29,High,No,3,Card,True,True,False,16.78,14,32.0,5.0,Silver,Email,2,81,2298,False,,359,37.0,1786.5,5.875,18.5,973.965,Medium Value,0.5749440715883668,0,31088.9628,10773.34,4479.80322147651,60710900.558400005,15.920100000000001,31088.9628,0.0003065021665693869
CUST105620,57,Female,Astana,Medium,86.17,3.0,6416.43,187.61,12.0,Beauty,115.0,0.32,False,0.46,0.42,Medium,8,2.9,High,Yes,4,Cash,False,False,True,4.57,6,22.0,15.0,Silver,App,3,-50,764,False,Premium,325,53.19,17398.44,3.0,18.5,1604.1075,Medium Value,0.3624161073825503,0,552903.7731,2251.32,2325.4175838926176,41170573.944900006,7425.2689,552903.7731,0.005451008624820983
CUST105621,60,Female,Almaty,Low,99.56,2.0,7839.38,174.31,49.0,Electronics,255.0,0.14,False,0.95,0.3,Medium,19,4.12,Low,No,8,Online Wallet,False,False,False,3.03,0,21.0,25.0,Platinum,Email,4,-92,634,True,Premium,60,68.56,7614.18,16.333333333333332,23.0,2613.1266666666666,High Value,0.6935123042505592,0,780488.6728000001,8541.19,5436.706487695749,61455878.7844,9912.1936,780488.6728000001,0.007694739471850932
CUST105622,39,Male,Astana,Medium,92.32,2.0,590.53,203.31,28.0,Groceries,329.0,0.56,False,0.64,0.74,Low,15,3.68,Low,Yes,6,Card,True,True,True,3.82,12,16.0,38.0,Silver,SMS,2,-55,1343,False,Basic,267,0.96,6460.02,9.333333333333334,27.0,196.84333333333333,Low Value,0.6353467561521252,0,54517.72959999999,5692.68,375.1913199105145,348725.6809,8522.982399999999,54517.72959999999,0.0005374834260744135
CUST105623,37,Female,Shymkent,High,86.07,5.0,5680.88,435.26,15.0,Clothing,113.0,0.46,True,0.68,0.01,High,8,1.35,Medium,No,5,Cash,True,False,True,5.43,8,34.0,39.0,Platinum,App,9,55,2789,False,,203,14.13,11570.45,2.5,36.5,946.8133333333334,Medium Value,0.6778523489932886,0,488953.3416,6528.9,3850.7978523489933,32272397.5744,7408.044899999999,488953.3416,0.004820529379376449
CUST105624,25,Male,Astana,High,99.26,7.0,4587.6,237.07,4.0,Groceries,27.0,0.26,True,0.39,0.68,Medium,15,3.02,Low,Yes,0,Cash,True,True,False,12.04,5,17.0,23.0,Gold,SMS,5,-29,1034,False,Premium,165,49.59,11523.17,0.5,20.0,573.45,Medium Value,0.3467561521252796,0,455365.17600000004,948.28,1590.778523489933,21046073.76,9852.547600000002,455365.17600000004,0.004489387887338917
CUST105625,46,Male,Shymkent,Medium,90.78,9.0,8970.61,336.29,8.0,Beauty,181.0,1.0,True,0.98,0.95,High,9,1.16,Low,Yes,9,Cash,False,True,False,11.21,13,9.0,37.0,Silver,Social Media,3,-12,3107,False,,79,98.64,5374.81,0.8,23.0,897.061,High Value,0.4451901565995525,0,814351.9758,2690.32,3993.627270693512,80471843.77210002,8241.0084,814351.9758,0.008028593508843626
CUST105626,57,Female,Shymkent,High,68.84,4.0,7399.66,404.89,31.0,Clothing,185.0,0.15,True,0.41,0.15,Low,6,1.51,Low,Yes,1,Cash,False,True,False,19.48,0,0.0,22.0,Silver,SMS,8,38,1698,True,Premium,241,13.13,6799.64,6.2,11.0,1479.932,Medium Value,0.40492170022371365,0,509392.5944,12551.59,2996.282908277405,54754968.1156,4738.945600000001,509392.5944,0.005022037397079099
CUST105627,43,Male,Almaty,Low,16.68,0.0,4300.98,218.82,26.0,Beauty,340.0,0.83,False,0.01,0.86,Medium,18,1.84,High,Yes,8,Card,False,False,True,7.12,9,46.0,17.0,Gold,App,0,79,2475,True,,324,50.23,7462.8,26.0,31.5,4300.98,Medium Value,0.6353467561521253,0,71740.3464,5689.32,2732.6136912751676,18498428.960399996,278.2224,71740.3464,0.0007072790347974655
CUST105628,47,Male,Almaty,Low,15.64,0.0,5583.11,420.39,3.0,Clothing,320.0,0.04,True,0.8,0.19,Low,6,2.71,High,Yes,0,Card,False,True,False,1.51,6,0.0,26.0,Silver,SMS,4,70,49,True,Premium,146,45.48,17573.3,3.0,13.0,5583.11,Medium Value,0.25279642058165547,1,87319.8404,1261.17,1411.3902237136463,31171117.272099998,244.60960000000003,87319.8404,0.000860875302893446
CUST105629,34,Male,Karaganda,Medium,4.88,2.0,4305.85,496.38,39.0,Electronics,250.0,0.85,False,0.51,0.42,High,19,2.47,Low,No,3,Card,False,False,True,8.48,13,49.0,6.0,Silver,SMS,6,-67,2748,True,Premium,346,3.27,11449.14,13.0,27.5,1435.2833333333335,Medium Value,0.6442953020134228,0,21012.548000000003,19358.82,2774.2389261744966,18540344.222500004,23.8144,21012.548000000003,0.00020716006283565166
CUST105630,37,Male,Shymkent,High,41.18,5.0,4467.35,254.56,7.0,Groceries,181.0,0.48,True,0.15,0.98,High,15,3.72,High,Yes,4,Card,False,True,True,17.83,1,39.0,20.0,Gold,App,5,4,773,True,Basic,172,43.65,19659.47,1.1666666666666667,29.5,744.5583333333334,Medium Value,0.48769574944071586,0,183965.47300000003,1781.92,2178.707606263982,19957216.022500005,1695.7924,183965.47300000003,0.0018136924158969382
CUST105631,69,Male,Astana,Medium,80.88,1.0,6377.42,204.36,15.0,Groceries,353.0,0.83,False,0.02,0.79,Medium,5,4.04,Medium,Yes,3,Online Wallet,False,True,True,18.62,4,31.0,13.0,Platinum,Social Media,8,26,2453,False,,281,13.18,12034.33,7.5,22.0,3188.71,Medium Value,0.4250559284116331,0,515805.72959999996,3065.4,2710.760178970917,40671485.8564,6541.5743999999995,515805.72959999996,0.005085263688864632
CUST105632,33,Female,Almaty,High,49.03,0.0,2243.69,403.87,20.0,Clothing,143.0,0.75,True,0.99,0.36,Low,7,4.63,Medium,No,5,Online Wallet,False,True,True,2.02,5,32.0,2.0,Platinum,Email,4,-76,1569,True,,41,13.14,396.47,20.0,17.0,2243.69,Low Value,0.36689038031319904,0,110008.1207,8077.4,823.1882774049216,5034144.8161,2403.9409,110008.1207,0.0010845561993073829
CUST105633,63,Female,Almaty,High,36.63,6.0,3398.52,326.34,17.0,Beauty,205.0,0.57,True,0.65,0.35,High,15,3.43,High,No,4,Cash,True,False,True,15.1,4,49.0,35.0,Silver,SMS,9,-99,2686,False,,336,77.58,11739.97,2.4285714285714284,42.0,485.5028571428571,Medium Value,0.7561521252796419,0,124487.78760000001,5547.78,2569.798120805369,11549938.1904,1341.7569,124487.78760000001,0.0012273094106191814
CUST105634,60,Female,Shymkent,High,10.92,1.0,2863.67,308.53,32.0,Beauty,251.0,0.37,True,0.47,0.32,High,3,2.04,Medium,No,9,Online Wallet,True,True,False,3.62,13,47.0,30.0,Silver,App,8,14,2218,False,Premium,150,98.51,10071.41,16.0,38.5,1431.835,Low Value,0.7986577181208053,0,31271.2764,9872.96,2287.0921476510066,8200605.8689,119.2464,31271.2764,0.00030829957337753756
CUST105635,24,Male,Astana,Low,5.18,7.0,8027.94,443.63,10.0,Clothing,350.0,0.67,True,0.33,0.36,Low,6,3.04,Low,No,3,Online Wallet,True,False,False,10.62,3,0.0,1.0,Platinum,Email,8,82,2805,True,,25,34.17,13968.18,1.25,0.5,1003.4925,Medium Value,0.07606263982102908,1,41584.729199999994,4436.3,610.6263087248321,64447820.643599994,26.832399999999996,41584.729199999994,0.00040997860488292795
CUST105636,33,Male,Almaty,High,39.92,1.0,9425.24,326.48,16.0,Groceries,171.0,0.83,True,0.07,0.98,High,14,3.56,High,Yes,5,Cash,False,True,True,19.62,13,14.0,12.0,Silver,Social Media,2,86,3281,False,Basic,169,16.42,16830.25,8.0,13.0,4712.62,Medium Value,0.3087248322147651,0,376255.5808,5223.68,2909.8056375838923,88835149.05759999,1593.6064000000001,376255.5808,0.0037094563572581778
CUST105637,62,Male,Almaty,Low,9.99,0.0,4201.58,322.58,48.0,Clothing,170.0,0.5,False,0.65,0.34,High,7,1.73,High,No,4,Cash,False,True,False,15.18,2,0.0,3.0,Bronze,SMS,2,67,3300,True,Basic,3,91.46,5717.39,48.0,1.5,4201.58,Medium Value,0.34899328859060397,0,41973.7842,15483.84,1466.3232214765098,17653274.4964,99.8001,41973.7842,0.0004138142491011601
CUST105638,64,Male,Astana,High,10.35,9.0,863.3,107.42,26.0,Electronics,240.0,0.41,True,0.37,0.45,Low,17,2.67,Medium,No,3,Cash,False,False,False,18.29,4,15.0,19.0,Bronze,SMS,1,10,1510,False,Basic,258,57.52,16852.66,2.6,17.0,86.33,Low Value,0.4451901565995526,0,8935.154999999999,2792.92,384.33266219239374,745286.8899999999,107.12249999999999,8935.154999999999,8.8090567181395e-05
